brand_Ford,brand_Volkswagen,car_age,brand_Toyota,usage_intensity,owner,brand_Other,brand_Honda,mileage_power_interaction,engine,mileage,transmission_Manual,km_per_year,brand_Nissan,km_driven,max_power,seller_type_Trustmark Dealer,brand_Hyundai,brand_Renault,fuel_Diesel,brand_Maruti,fuel_Petrol,age_km_interaction,brand_Tata,fuel_LPG,specific_power,seller_type_Individual,selling_price
0,0,-0.6250723853001153,0,2,1,0,0,-0.7762687735786615,0.8943245956713803,-0.5571911654439958,1.0,1.7002683159181229,0,0.8607053758907937,-0.5567467687892936,0.0,0,0,1.0,0,0.0,0.10522969908771637,1,0.0,-1.9677540519902654,1.0,375000
0,0,0.16284221796295137,0,2,1,0,0,0.8560189801518415,0.8510075205830866,0.33439825798551803,1.0,-0.0063795630879430725,0,0.06942382821349496,0.6906193994920226,0.0,1,0,1.0,0,0.0,-0.007253284112289973,0,0.0,-0.046636709763154593,1.0,451999
0,0,-1.675625189650871,0,1,1,0,0,-0.43056676947842204,-1.0645697999881287,0.24872952334994206,1.0,-1.0091457261930616,0,-1.3599879998487219,-0.6811675967140629,0.0,0,0,0.0,1,1.0,-1.199260453301246,0,0.0,0.43053875766818206,1.0,475000
0,0,-0.6250723853001153,0,2,1,0,0,1.3946212449427182,0.13868228579781053,1.0958981214128618,1.0,0.28543069601672116,0,-0.1603030727250756,0.6741983765171796,0.0,0,0,1.0,1,0.0,-0.45718521691231534,0,0.0,0.9271623193427204,1.0,780000
0,0,-0.8877105863878042,0,1,1,0,0,0.30785660723871566,-0.10678113970252108,0.0012420677360563263,1.0,-0.24513341144630463,0,-0.6708072970330102,0.3356726721127313,0.0,0,0,0.0,1,1.0,-0.800883221134557,0,0.0,0.7337139856780988,1.0,595000
0,0,-0.8877105863878042,0,1,1,0,0,-0.62621103394762,-1.0645697999881287,-0.10663707958281723,1.0,-0.4440949517449393,0,-0.7984333531099939,-0.6811675967140629,0.0,0,0,0.0,1,1.0,-0.8633737673567827,0,0.0,0.43053875766818206,1.0,440000
0,0,0.950756821226018,0,2,2,0,0,-0.05115945640697511,0.13868228579781053,-0.4271016054418246,1.0,0.7098819819871416,0,1.3712096001987282,0.2529359794317932,0.0,0,0,1.0,1,0.0,1.5112669890877957,0,0.0,0.2173067450222447,1.0,300000
0,0,-0.09979598312473753,0,2,3,0,0,0.256371685901149,1.1638530628874308,-0.12567457616850153,1.0,0.1889644946598074,1,0.0949490394288917,0.3773568073565624,0.0,0,0,1.0,0,0.0,-0.09786457613451731,0,0.0,-0.8732579387481793,1.0,400000
1,0,-0.8877105863878042,0,2,1,0,0,1.7217077460563703,1.3419343715837497,0.6834190287230507,1.0,1.1929208095241668,0,0.25164831108021224,1.3348287623512334,0.0,0,0,1.0,0,0.0,-0.34921405114955373,0,0.0,0.2827205422791434,1.0,850000
0,0,0.42548041905064027,0,2,4,0,0,-0.49259464788446566,0.13868228579781053,-0.490559927394103,1.0,2.448499749519825,0,2.7750962170455487,-0.24790522130090697,0.0,0,0,1.0,1,0.0,2.2533422254767266,0,0.0,-0.6266444850169463,1.0,370000
