age_km_interaction,seller_type_Trustmark Dealer,brand_Toyota,brand_Ford,fuel_Diesel,mileage_power_interaction,fuel_LPG,usage_intensity,specific_power,transmission_Manual,brand_Nissan,mileage,engine,brand_Maruti,owner,brand_Renault,brand_Honda,brand_Other,max_power,fuel_Petrol,brand_Hyundai,brand_Volkswagen,km_per_year,seller_type_Individual,car_age,km_driven,brand_Tata,selling_price
280000,0.0,0,0,0.0,1374.9904,0.0,1,0.0671743486973947,1.0,0,20.51,998.0,1,1,0,0,0,67.04,1.0,0,0,4375.0,1.0,8,35000,0,440000
1800000,0.0,0,0,1.0,1595.685,0.0,2,0.0655689102564102,1.0,0,19.5,1248.0,1,2,0,0,0,81.83,0.0,0,0,8000.0,1.0,15,120000,0,300000
770000,0.0,0,0,1.0,1713.7099999999998,0.0,2,0.0573579739904175,1.0,1,20.45,1461.0,0,3,0,0,0,83.8,0.0,0,0,6363.636363636364,1.0,11,70000,0,400000
609112,0.0,0,1,1.0,2276.08,0.0,2,0.0660614152202937,1.0,0,23.0,1498.0,0,1,0,0,0,98.96,0.0,0,0,9517.375,1.0,8,76139,0,850000
2275000,0.0,0,0,1.0,1426.2700000000002,0.0,2,0.0592147435897435,1.0,0,19.3,1248.0,1,4,0,0,0,73.9,0.0,0,0,13461.53846153846,1.0,13,175000,0,370000
175000,0.0,0,0,0.0,1541.67,0.0,1,0.067067067067067,1.0,0,23.01,999.0,0,1,1,0,0,67.0,1.0,0,0,3571.428571428572,1.0,7,25000,0,350000
400000,0.0,0,0,0.0,1548.6240000000005,0.0,1,0.0671743486973947,1.0,0,23.1,998.0,1,2,0,0,0,67.04,1.0,0,0,4000.0,1.0,10,40000,0,360000
1105000,0.0,0,0,0.0,912.11,0.0,1,0.0581658291457286,1.0,0,19.7,796.0,1,4,0,0,0,46.3,1.0,0,0,3823.529411764706,1.0,17,65000,0,105000
1280000,0.0,0,0,0.0,1112.832,0.0,1,0.0571823204419889,1.0,0,17.92,1086.0,0,2,0,0,0,62.1,1.0,1,0,5000.0,1.0,16,80000,0,135000
7818,0.0,0,0,0.0,1543.2600000000002,0.0,1,0.0723706176961602,1.0,0,17.8,1198.0,0,1,0,1,0,86.7,1.0,0,0,217.16666666666663,0.0,6,1303,0,690000
328000,0.0,0,0,0.0,2116.8,0.0,2,0.0785571142284569,0.0,0,18.0,1497.0,0,1,0,1,0,117.6,1.0,0,0,5125.0,0.0,8,41000,0,795000
400000,0.0,0,0,1.0,2319.585,0.0,1,0.0709134615384615,1.0,0,26.21,1248.0,1,1,0,0,0,88.5,0.0,0,0,4000.0,0.0,10,40000,0,535000
